job_title,employer_name,job_city,job_state,job_apply_link,job_description,is_easy_apply,platform,fetched_at,fit_score,fit_grade,fit_apply
Data Processing Specialist I,JT4,,,https://www.linkedin.com/jobs/view/4420660891,"About the job

JT4, LLC provides engineering and technical support to multiple western test ranges for the U.S. Air Force, Space Force, and Navy under the Joint Range Technical Services Contract, better known as J-Tech II. JT4 develops and maintains realistic, integrated test and training environments and prepares our nation's war-fighting aircraft, weapons systems, and aircrews for today's missions and tomorrow's global challenges.

Job Duties - Essential Functions

Data Processing Specialists (DPS), under general supervision, perform a variety of tasks associated with day-to-day post-test processing operations in support of flight testing. The DPS follows established procedures and runs pre-built data tools to load and reduce data from flight test aircraft. The DPS is also responsible for validation and QC of data sets and assists with troubleshooting data issues as they arise. The DPS works closely with the Special Instrumentation, Engineering, and Program Management teams to ensure mission support needs are met.

Essential job duties are as follows:


Performs essential data handling of test data, data products, Instrumentation Media Kits and validation of pre-flight data. 
Ensures all data products are logged into and out of the data management system and provide periodic inventories of all stored media.
Understanding and adhering to all local security requirements regarding handling, transferring, shipping, and disposing of data and media products. 
Performs other related duties and tasks as requested.


Candidate must also:


Be comfortable working in a deadline-driven environment
A great attitude and eagerness to learn
Maintain a positive, professional attitude and image.
Respond promptly to customer inquiries.


Range Position Description

Candidate will be required to provide support for program specific requirements in addition to the above requirements. Provide Data Processing and Data Management support to an Integrated Test Team generally comprised of Air Force, JT4 and prime contractors. Duties will include performing basic data handling of test data, data products, Instrumentation Media Kits and validation of pre-flight data. The incumbent will ensure all data products are logged into and out of the data management system and provide periodic inventories of all stored media and will know and follow all local security requirements in regards to handling, transferring. Shipping and disposing of data and media. The incumbent will assist with the development of processing specification, manuals and/or process flow diagrams and will provide requested reports and/or metrics. Candidate must be able to obtain a CompTIA Security + Certification within 6 months.

Requirements - Education, Technical, And Work Experience

Associate’s degree or four years related experience. Will be required to obtain an IAT Level II certification (CompTIA Security+ CE Certification) in a specified time.

In addition, a Data Processing Specialist I must possess the following qualifications:


Must have excellent communication skills, both written and oral
Must maintain working knowledge of applicable computer systems, integrated software applications, and data ingestion/reduction processes and techniques
Must have sufficient skill to apply the Data Management toolsets to complete required tasks
Must possess a valid, state-issued driver’s license
Must be able to obtain and maintain security clearance. 
Must be a U.S. citizen.


SALARY

The expected sa",True,LinkedIn,2026-05-28T22:01:48.611460,0,,False
Scheduler,Behavioral Innovations,,,https://www.linkedin.com/jobs/view/4420671255,"About the job

Overview


All applicants must currently reside in the Dallas/Fort Worth area""""



We're Hiring: Scheduler to join our Authorizations team!

Location: Behavioral Innovations | Current office in Addison, TX (Relocating to West Plano - Park/Tollway - July 2026)

Schedule: Full-Time | Monday-Friday | Required to work onsite | Eligible for a hybrid schedule following 60-90 day training period based on individual performance.

Why Choose Behavioral Innovations:


Compensation: Paid Hourly
Generous Work-Life Balance: 10 days PTO, 7 paid holidays.
Insurance: Medical, Vision, Dental, and Supplemental Insurance Policies.
Wellbeing Program: Equipping you with tools to achieve your wellness goals.
Employee Assistance Program (EAP): Comprehensive support for your mental, emotional, and physical health.
Family-Centric Culture - We foster a caring and collaborative work environment.
Award-Winning Culture - Honored with the Clinical Excellence Award in 2021 for our commitment to ethical standards and compassionate care.
Recognized Industry Leader - Named Company of the Year in 2022, reflecting our continued growth and impact in the ABA field.
National Recognition - Proudly ranked on the Inc. 5000 list as one of America’s Fastest Growing Private Companies.
Mission-Driven Work - Dedicated to transforming the lives of children with autism through high-quality, center-based ABA therapy.
Values-Driven Organization - Guided daily by our Core Values, with integrity at the heart of everything we do.



Your Work and How You'll Make a Difference:

The Scheduler at Behavioral Innovations will be expected to collaborate with center leadership teams to create and implement an optimal schedule. The Scheduler will be responsible for client and staff scheduling, ensuring the accuracy of billing for rendered services, and coding compliance based on payor requirements. The Scheduler will manage schedules for multiple facilities within their region and provide feedback on center schedule adjustments to support strategic scheduling. The Scheduler will conduct their duties in accordance with company’s core values and established policies and procedures.


Create and implement an optimal schedule according to policies on staff availability, client needs and block time.
Use CPT Codes in accordance with payor requirements and restrictions.
Complete daily billing and documentation review and approval in order to execute clean claims. Responsible for coordinating with center leaders to ensure timely billing.
Meet scheduling deadlines to ensure proper forecasting.
Identify opportunities to increase prescription fulfillment to better serve client needs.
Other duties as assigned.



What We Are Looking For:

Qualifications:


Minimum 1 year of experience in CentralReach required.
High School diploma required; Bachelor’s degree preferred.
Experience in scheduling preferred.
Interpersonal skills necessary to communicate and relate ideas effectively with staff members, supportive personnel, and management staff on a regular basis.
Organizing and coordinating skills.
Strong problem-solving skills.
Detailed-oriented with data accuracy.
No regular travel - this position supports multiple facilities.



About Behavioral Innovations:

Since 2000, Behavioral Innovations (BI) has been a leading provider committed to transforming lives by providing compassionate, center-based Applied Behavioral Analysis (ABA) therapy for children with autism, ages 18 months to 10 years. With",True,LinkedIn,2026-05-28T22:01:52.275493,0,,False
Business Analys (Entry-Level / Associate),Unity Design and Construction,,,https://www.linkedin.com/jobs/view/4417901286,"About the job

📊 We’re Hiring: Business Analyst (Entry-Level / Associate)

 🕒 Employment Type: Full-Time

 🌱 Level: Entry / Associate

We’re looking for a curious and detail-driven Business Analyst who enjoys understanding how businesses work and turning data into actionable insights. If you’re passionate about problem-solving, processes, and improving how things work, this role is for you.

🔍 What You’ll Do

 Gather and document business requirements from stakeholders.

 Analyze data to identify trends, opportunities, and business gaps.

 Support the creation of reports, dashboards, and presentations.

 Work with cross-functional teams to improve processes and workflows.

 Translate business needs into clear insights and actionable solutions.

 Assist in tracking project progress and performance metrics.

🧠 What You Bring

 Strong analytical and critical thinking skills.

 Basic knowledge of tools like Excel, SQL, or similar.

 Ability to understand business processes and user needs.

 Good communication skills for working with stakeholders.

 Attention to detail and strong organizational abilities.

 Willingness to learn and grow in a dynamic environment.

✨ Why You’ll Love It Here

 Hands-on exposure to real business challenges and decisions.

 Opportunities to grow into strategy, product, or data roles.

 Supportive environment with mentorship and learning opportunities.

 Collaborative and fast-paced work culture.

 Competitive salary and benefits package.",True,LinkedIn,2026-05-28T22:01:59.529207,0,,False
Business Analys (Entry-Level / Associate),JARDIN Joint Action,,,https://www.linkedin.com/jobs/view/4417695337,"About the job

📊 We’re Hiring: Business Analyst (Entry-Level / Associate)

 🕒 Employment Type: Full-Time

 🌱 Level: Entry / Associate

We’re looking for a curious and detail-driven Business Analyst who enjoys understanding how businesses work and turning data into actionable insights. If you’re passionate about problem-solving, processes, and improving how things work, this role is for you.

🔍 What You’ll Do

 Gather and document business requirements from stakeholders.

 Analyze data to identify trends, opportunities, and business gaps.

 Support the creation of reports, dashboards, and presentations.

 Work with cross-functional teams to improve processes and workflows.

 Translate business needs into clear insights and actionable solutions.

 Assist in tracking project progress and performance metrics.

🧠 What You Bring

 Strong analytical and critical thinking skills.

 Basic knowledge of tools like Excel, SQL, or similar.

 Ability to understand business processes and user needs.

 Good communication skills for working with stakeholders.

 Attention to detail and strong organizational abilities.

 Willingness to learn and grow in a dynamic environment.

✨ Why You’ll Love It Here

 Hands-on exposure to real business challenges and decisions.

 Opportunities to grow into strategy, product, or data roles.

 Supportive environment with mentorship and learning opportunities.

 Collaborative and fast-paced work culture.

 Competitive salary and benefits package.",True,LinkedIn,2026-05-28T22:02:03.148237,0,,False
Enterprise Application Specialist,"Hoffman Mechanical Solutions, Inc.",,,https://www.linkedin.com/jobs/view/4420668427,"About the job

ENTERPRISE APPLICATIONS SPECIALIST

Hoffman Mechanical Solutions · Full-Time · Exempt

POSITION PURPOSE




The Enterprise Applications Specialist owns the day-to-day health of our Viewpoint Vista ERP environment — keeping systems reliable, data accurate, and end-users equipped to do their jobs without friction.

This role connects business operations and technology. You’ll troubleshoot issues, improve processes, and work closely with service, operations, and administrative stakeholders to ensure our applications support the way HMS operates.

KEY RESPONSIBILITIES




Application Administration

• Support the installation, implementation, and ongoing maintenance of Viewpoint Vista and related front office applications.

• Monitor ERP and system performance; identify and resolve issues before they impact operations.

• Troubleshoot software, user access, and system-related problems with a focus on timely resolution.

• Maintain clear documentation of system configurations, workflows, and processes.

Business Support & Analysis

• Analyze data and system performance to identify opportunities for process improvement.

• Support testing and validation of new reports, configurations, and system changes prior to deployment.

• Act as a liaison between business stakeholders and technical resources to ensure solutions fit operational needs.

• Support business initiatives and other related duties as assigned.

Training & End-User Support

• Provide responsive technical support to end-users across service, operations, and administrative functions.

• Develop and deliver training to help staff use front office applications confidently and correctly.

WHAT YOU BRING




Education & Experience

• Bachelor’s degree in Business, Information Technology, Finance, or a related field; or equivalent combination of education and experience.

• 5–7 years of experience in business analysis, ERP administration, or a related role.

• Experience in the HVAC service or mechanical service industry required.

• Experience with Viewpoint Vista is strongly preferred.

• Familiarity with Power BI and Spreadsheet Server is a plus.

Skills & Competencies

• Clear communicator — able to translate technical concepts for non-technical users and vice versa.

• Strong analytical and problem-solving skills with a process improvement mindset.

• Self-directed; able to manage priorities and deliver accurate work with limited supervision.

• Comfortable working across service, operations, and administrative teams.

• Detail-oriented and accountable with a results-driven approach.",True,LinkedIn,2026-05-28T22:02:27.031379,0,,False
AI Training Data Annotation Consultant (Real Estate AI/HITL Ops) - #26-12588,US Tech Solutions,,,https://www.linkedin.com/jobs/view/4419344366,"About the job


Duration: 6 months contract

Job Description:

Support annotation & QA for AI-driven home valuation. You'll establish data standards that train and evaluate the LLMs powering home value algorithm. We'll teach you real estate market knowledge; you bring strong annotation discipline and AI literacy.

Responsibilities:

Establish & enforce annotation standards for real estate datasets (neighborhoods, market conditions, property signals)
Review annotated work for accuracy & consistency; identify systemic errors and coach team on corrections
Evaluate how LLM outputs compared to human judgment; flag where models miss important nuances
Research unfamiliar neighborhoods using structured methodology; develop domain expertise over time
Spot & escalate data quality issues that would degrade valuation accuracy
Integrate LLMs into your workflows to accelerate research and improve annotation efficiency.

Experience:

Annotation/QA discipline: Prior experience with labeling, tagging, categorizing, or data classification work (professional or informal). Comfort with structured rules and consistency standards.
AI tool literacy: Hands-on experience with LLMs (ChatGPT, Claude, Gemini, etc.). Ability to identify when AI outputs are wrong, confusing, or incomplete.
Attention to detail & rule-following: Demonstrated ability to work within strict guidelines, apply rules consistently, and flag edge cases rather than guess.
Feedback receptiveness: Openness to critical feedback on your work; ability to iterate and improve based on coaching.

Skillsets:

Prior real estate industry experience (agent, appraiser, analyst, investor)
Data validation or quality assurance background
Experience evaluating AI/ML model outputs
Familiarity with structured research methodologies
Background in geographic information systems (GIS) or spatial analysis

Education:

Bachelor's degree in English, Linguistics or a related field.

About US Tech Solutions:

US Tech Solutions is a global staff augmentation firm providing a wide range of talent on-demand and total workforce solutions. To know more about US Tech Solutions, please visit www.ustechsolutions.com.

US Tech Solutions is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, colour, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

AI Statement: By applying, you acknowledge that AI-assisted tools may be used during hiring.




Desired Skills and Experience

REAL ESTATEAIMLNLPLLM",True,LinkedIn,2026-05-28T22:03:58.640457,0,,False
Software Engineer,Everbridge,,,https://www.linkedin.com/jobs/view/4419366214,"About the job

Everbridge is hiring a Software Engineer focused on platform modernization to help evolve a critical production system while building the next generation of our technology stack.

This role sits at the intersection of legacy system stewardship and forward-looking architecture. You will help ensure our existing platform remains reliable and supportable, while incrementally introducing modern services, patterns, and infrastructure that will shape the future of the platform.

The work involves careful modernization rather than wholesale replacement—extracting services, introducing new capabilities, and reducing technical debt while maintaining production stability.

This Role Is Well Suited For Engineers Who Enjoy


Improving complex systems 
Incrementally replacing legacy components 
Designing modern architectures that coexist with mature platforms 
Making pragmatic technical decisions that balance innovation with operational reliability 


What You'll Do

Platform Modernization


Design and implement components of the next-generation platform architecture. 
Build new services and APIs that gradually replace or extend legacy functionality. 
Introduce modern engineering practices, tooling, and infrastructure where appropriate. 
Build AI-first experiences


Legacy System Stewardship


Maintain and support existing production systems that the business depends on. 
Implement targeted improvements and stability fixes while minimizing unnecessary disruption. 
Identify areas where modernization efforts can reduce operational risk or technical debt. 
Improve observability, documentation, and operational reliability of legacy components. 


Engineering and Collaboration


Write high-quality, maintainable, and well-tested code. 
Participate in architecture discussions around system evolution and modernization strategy. 
Collaborate with platform, product, and infrastructure teams to deliver incremental improvements. 
Contribute to a culture of continuous improvement and pragmatic engineering. 
Use agentic development tools such as Codex, Claude Code, or similar AI coding agents


What You'll Bring


7-10+ years in a software engineering role
Building on a variety of database platforms: MondoDB, PostgreSQL, MySQL
Experience with cloud platforms: AWS, Azure, GCP
Building scalable microservices
Experience with CI/CD Pipelines: Terraform, Kubernetes, ArgoCD
Experience using AI coding assistants such as Codex, Claude Code, Cursor, Copilot, or similar tools
Full-stack development with various programming languages, e.g. Javascript/Typescript, Java, C#, Scala 
Monitoring and observability: Grafana, Datadog, Loki
Experience working with existing systems or mature codebases, not just greenfield development. 
Guiding/mentoring junior engineers
Strong debugging, troubleshooting, and system analysis skills. 
Familiarity with modern development practices such as: 
version control 
automated testing 
CI/CD pipelines 
Ability to reason about system design, architecture trade-offs, and technical debt. 

Preferred Experience


Experience with system modernization or platform evolution projects. 
Experience integrating legacy applications with modern services or APIs. 
Background working in environments transitioning from monoliths to service-oriented architectures. 


The reasonably estimated salary for this role at Everbridge ranges from $132,900 - $177,200 and may also include variable compensation. Actual compensation is based on factors such as t",True,LinkedIn,2026-05-28T22:07:08.450273,0,,False
Pipeline Engineer,Dexian,,,https://www.linkedin.com/jobs/view/4419318358,"About the job

Job Title: Pipeline Engineer

Location: Remote

Duration: 12 months

 

Job Summary

The Pipeline Engineer provides engineering design, analysis, and field support for natural gas transmission pipelines and associated facilities, including measurement and pressure regulation stations. The role supervises third party engineering firms supporting projects from development through construction, testing, commissioning, and closeout, ensuring safe, compliant, and reliable pipeline systems.




Key Duties and Responsibilities

Perform and support pipeline design and engineering in accordance with applicable federal regulations and industry standards (e.g., 49 CFR 192/195, ASME, API).
Conduct and support class location studies, MAOP verification, wall thickness design, and High Consequence Area (HCA) evaluations.
Participate in and support HAZOP and risk review sessions for pipelines, stations, and facilities; document findings and assist with mitigation measures.
Support the design, specification, and review of measurement and pressure regulation (M&R) facilities, including meter runs, regulators, control valves, heaters, filtration, instrumentation, and overpressure protection.
Review P&IDs, equipment layouts, control philosophies, and vendor submittals; support station tie-ins, start-up, commissioning, and in-service activities.
Support materials selection for line pipe, fittings, valves, and coatings based on class location, operating conditions, corrosion environment, and constructability.
Support proposal evaluation activities, including technical bid tabulations, clarifications, and development of award recommendations for engineered equipment and services.
Support vendor selection and award by contributing to technical evaluations, risk/quality considerations, and scope compliance verification.
Manage geotechnical investigations and review third party HDD designs
Provide vendor surveillance for major pipeline and station equipment, including shop inspection planning, inspection oversight, and participation in Factory Acceptance Testing (FAT).
Develop/review Inspection and Test Plans (ITPs) and Quality Control Plans (QCPs), and define hold/witness points and acceptance criteria for critical manufacturing and testing activities.
Coordinate with inspectors and suppliers to verify compliance with specifications, ITP/QCP requirements, and project quality plans; review and disposition inspection and FAT reports.
Support development and review of welding procedures (WPS/PQR), welder qualifications, and repair strategies.
Support development and review of welding procedures (WPS/PQR), welder qualifications, and repair strategies.
Review and support radiography and other NDE methods (RT, AUT, UT, visual) and resolve construction issues as needed.
Assist in defining hydrotest section limits, test pressures, profiles, and procedures; support hydrotest execution and troubleshooting.
Support cathodic protection (CP) system design, including anode beds, test stations, and rectifiers; assist with CP commissioning and baseline surveys.
Coordinate, review, and interpret DCVG/ACVG surveys and support mitigation recommendations.
Review and validate as-built drawings, alignment sheets, station drawings, and survey data; ensure completeness of job books, test records, MTRs, and turnover packages.




Required Qualifications

Bachelor’s degree in Mechanical, Civil, or related Engineering discipline.
Minimum 7 years of experience in pipeline e",True,LinkedIn,2026-05-28T22:08:14.685551,0,,False
Project Engineer - Oil & Gas - Facilities and Pipelines,"Atwell, LLC",,,https://www.linkedin.com/jobs/view/4420600102,"About the job

Who We Are

Atwell, LLC is a bold leader in the consulting, engineering, and construction services industry, delivering a broad range of creative solutions to clients in the real estate & land development, and energy markets. We have a strong national presence and a diverse, award-winning project portfolio. Atwell is a privately owned company, with 2,000+ passionate team members across 75+ locations and growing!

Atwell, LLC is a proud recipient of the following 2025 awards:

Ten consecutive years in a row as a “Best Place to Work” by Zweig Group (#11)
Recognized as #70 in the ENR Top 500 Design Firms, ranked in every region
Recognized in Crain's “Fast 50” as one of the fastest-growing companies (#14)
Recognized as the 2025 ENR Design Firm of the year for the Southeastern US

 

POSITION SNAPSHOT

Atwell is looking for a Project Engineer with energy experience. Current projects include oil & natural gas, CO2, hydrogen, and RNG pipelines and facilities. 

The Project Engineer will achieve business objectives by developing opportunities, executing project work, and acting as the lead SME technical expert within the group. In this role, the selected candidate will be expected to develop and demonstrate proficiency regarding the essential functions of the job found below.

ESSENTIAL FUNCTIONS

Direct project team on various assignments as directed by the lead Project Manager providing technical guidance
Recommend and implement design changes per the client’s request
Communicate with clients, regulatory agencies, or public as needed:
Respond to project inquiries.
Serve as liaison between clients and project team members.
Ensure team performance and provide leadership to project teams:
Supervise, advise, and assist assigned project team members.
Foster teamwork within project teams and other teams within the firm.
Maintain professional and technical knowledge
Establish personal networks.
Participate in applicable professional societies and trade associations.
Achieve team performance objectives as well as individual objectives..
Work closely with other Energy teams within Atwell to take advantage of expertise and share resources.
Willing to travel when necessary

EDUCATION

Bachelor’s degree from accredited university in Electrical, Mechanical, Petroleum or related field required
Professional License (PE) required 

DAY TO DAY

As the Senior Project Engineer, you will manage the Engineering activities related to design for major Oil & Gas / Energy projects (pipelines & facilities) throughout the US and serve as a main point of contact
You provide engineering technical input into projects at various stages (from feasibility/ preliminary to detailed design), coordinate Engineering design efforts with EPC or external consultants to review and comment on design submittals in coordination with support from Atwell subject matter experts and manage and ensure all deliverables meet Project specifications
Additionally, you manage external engineering firms, subcontractors as well as various engineering disciplines (civil, mechanical, structural, etc.) to achieve the highest level of engineering and design for project execution and actively identify all critical risks, issues and impacts of the project specifically the adequate application of and adherence to corporate health & safety and environmental requirements
Review/monitor contractors’ progress and monitor the progress relating to key project milestones
Internal coordination with",True,LinkedIn,2026-05-28T22:08:18.335950,0,,False
Pipeline Engineer,Westinghouse Electric Company,,,https://www.linkedin.com/jobs/view/4419084787,"About the job

Please Note: **No Third-Party or C2C Firms**

*Must be able to work in the United States without sponsorship*







We are searching for a Pipeline Engineer on behalf of our client. This is a 1-year contract assignment.(W-2) You will be providing engineering design, analysis, and field support for natural Gas transmission pipelines and associated facilities, including measurement and pressure regulation stations. The role supervises third party engineering firms supporting projects from development through construction, testing, commissioning, and closeout, ensuring safe, compliant, and reliable pipeline systems.




Location: Remote position

1-year contract assignment.(W-2)




Key Duties and Responsibilities

• Perform and support pipeline design and engineering in accordance with applicable federal regulations and industry standards (e.g., 49 CFR 192/195, ASME, API).

• Conduct and support class location studies, MAOP verification, wall thickness design, and High Consequence Area (HCA) evaluations.

• Participate in and support HAZOP and risk review sessions for pipelines, stations, and facilities; document findings and assist with mitigation measures.

• Support the design, specification, and review of measurement and pressure regulation (M&R) facilities, including meter runs, regulators, control valves, heaters, filtration, instrumentation, and overpressure protection.

• Review P&IDs, equipment layouts, control philosophies, and vendor submittals; support station tie-ins, start-up, commissioning, and in-service activities.

• Support materials selection for line pipe, fittings, valves, and coatings based on class location, operating conditions, corrosion environment, and constructability.

• Support proposal evaluation activities, including technical bid tabulations, clarifications, and development of award recommendations for engineered equipment and services.

• Support vendor selection and award by contributing to technical evaluations, risk/quality considerations, and scope compliance verification.

• Manage geotechnical investigations and review third party HDD designs

• Provide vendor surveillance for major pipeline and station equipment, including shop inspection planning, inspection oversight, and participation in Factory Acceptance Testing (FAT).

• Develop/review Inspection and Test Plans (ITPs) and Quality Control Plans (QCPs), and define hold/witness points and acceptance criteria for critical manufacturing and testing activities.

• Coordinate with inspectors and suppliers to verify compliance with specifications, ITP/QCP requirements, and project quality plans; review and disposition inspection and FAT reports.

• Support development and review of welding procedures (WPS/PQR), welder qualifications, and repair strategies.

• Support development and review of welding procedures (WPS/PQR), welder qualifications, and repair strategies.

• Review and support radiography and other NDE methods (RT, AUT, UT, visual) and resolve construction issues as needed.

• Assist in defining hydrotest section limits, test pressures, profiles, and procedures; support hydrotest execution and troubleshooting.

• Support cathodic protection (CP) system design, including anode beds, test stations, and rectifiers; assist with CP commissioning and baseline surveys.

• Coordinate, review, and interpret DCVG/ACVG surveys and support mitigation recommendations.

• Review and validate as-built drawings, alignment sheets, station",True,LinkedIn,2026-05-28T22:08:21.970138,0,,False
Reservoir Engineering Specialist,EOG Resources,,,https://www.linkedin.com/jobs/view/4411236884,"About the job

Reservoir engineering specialist position responsible for maximizing value of company assets through reserve and production growth. Duties include technical evaluation of prospects and producing properties, project economics, well and reservoir surveillance functions and SEC reserve evaluation. Evaluations on selected properties to assess potential, predict reservoir performance, evaluate completion strategies, optimize future depletion and development plans. Such evaluations may include pressure and rate transient analysis, fracture optimization, decline curve analysis, nodal analysis, material balance calculations, well and reservoir modeling, EOR studies and economic analysis. Some operational and stimulation knowledge is preferred. Presentations to senior management are required.

Job Requirements

Must have a BS in Engineering, preferably Petroleum Engineering. Must have 9+ yrs of reservoir engineering experience in oil & gas industry. Less experience will be considered with advanced degree in Petroleum Engineering. Must have strong technical background in reservoir engineering including decline curve analysis, material balance, volumetrics, EOR studies, pressure transient analysis, nodal analysis, etc. and a good understanding of geology. Some petrophysical analysis skills and reservoir simulation knowledge helpful. Must have a working knowledge of commercial oil and gas economics software. Experience with Aires for Windows is preferred. Able to accomplish tasks with minimal supervision. Must have good presentation, communication and technical writing skills. Must have good interpersonal skills, with the ability to work with multi-functional teams. Must be self-motivated and able to and prioritize projects.

Position will be filled at a level commensurate with experience.

EOG Resources is an Equal Opportunity Employer, including Veterans and Disabled.",True,LinkedIn,2026-05-28T22:08:25.613489,0,,False
Pipeline Engineer,Dexian,,,https://www.linkedin.com/jobs/view/4419065591,"About the job

Details:

Job Title: Pipeline Engineer III

Location: Juno Beach, FL (Remote)

Salary: $45 - 52/hr. on W2 

Duration: 12 Months with possible extension




Job Description

The Pipeline Engineer provides engineering design, analysis, and field support for natural gas transmission pipelines and associated facilities, including measurement and pressure regulation stations. The role supervises third party engineering firms supporting projects from development through construction, testing, commissioning, and closeout, ensuring safe, compliant, and reliable pipeline systems.




 Key Duties and Responsibilities

Perform and support pipeline design and engineering in accordance with applicable federal regulations and industry standards (e.g., 49 CFR 192/195, ASME, API).
Conduct and support class location studies, MAOP verification, wall thickness design, and High Consequence Area (HCA) evaluations.
Participate in and support HAZOP and risk review sessions for pipelines, stations, and facilities; document findings and assist with mitigation measures.
Support the design, specification, and review of measurement and pressure regulation (M&R) facilities, including meter runs, regulators, control valves, heaters, filtration, instrumentation, and overpressure protection.
Review P&IDs, equipment layouts, control philosophies, and vendor submittals; support station tie-ins, start-up, commissioning, and in-service activities.
Support materials selection for line pipe, fittings, valves, and coatings based on class location, operating conditions, corrosion environment, and constructability.
Support proposal evaluation activities, including technical bid tabulations, clarifications, and development of award recommendations for engineered equipment and services.
Support vendor selection and award by contributing to technical evaluations, risk/quality considerations, and scope compliance verification.
Manage geotechnical investigations and review third party HDD designs
Provide vendor surveillance for major pipeline and station equipment, including shop inspection planning, inspection oversight, and participation in Factory Acceptance Testing (FAT).
Develop/review Inspection and Test Plans (ITPs) and Quality Control Plans (QCPs), and define hold/witness points and acceptance criteria for critical manufacturing and testing activities.
Coordinate with inspectors and suppliers to verify compliance with specifications, ITP/QCP requirements, and project quality plans; review and disposition inspection and FAT reports.
Support development and review of welding procedures (WPS/PQR), welder qualifications, and repair strategies.
Support development and review of welding procedures (WPS/PQR), welder qualifications, and repair strategies.
Review and support radiography and other NDE methods (RT, AUT, UT, visual) and resolve construction issues as needed.
Assist in defining hydrotest section limits, test pressures, profiles, and procedures; support hydrotest execution and troubleshooting.
Support cathodic protection (CP) system design, including anode beds, test stations, and rectifiers; assist with CP commissioning and baseline surveys.
Coordinate, review, and interpret DCVG/ACVG surveys and support mitigation recommendations.
Review and validate as-built drawings, alignment sheets, station drawings, and survey data; ensure completeness of job books, test records, MTRs, and turnover packages.




 Required Qualifications

Bachelor’s degree in Mechani",True,LinkedIn,2026-05-28T22:08:29.277110,0,,False
